0	family_id	parent_fam_id
Gene::221	398	NA
Gene::2210	NA	NA
Gene::221002	NA	NA
Gene::221035	717	1144
Gene::221037	485	1368
Gene::221037	485	484
Gene::221037	1691	1690
Gene::221044	NA	NA
Gene::221060	NA	NA
Gene::221061	NA	NA
Gene::221074	2153	752
Gene::221078	664	2060
Gene::221078	3371	3350
Gene::221079	357	358
Gene::221091	555	NA
Gene::221092	NA	NA
Gene::221120	401	NA
Gene::221143	NA	NA
Gene::221150	NA	NA
Gene::221154	863	NA
Gene::221154	3507	NA
Gene::221178	1691	1690
Gene::221178	682	NA
Gene::221178	722	1958
Gene::221184	829	823
Gene::221188	917	790
Gene::221191	738	NA
Gene::2212	2120	NA
Gene::2212	471	NA
Gene::2212	594	589
Gene::221223	461	NA
Gene::221264	356	NA
Gene::221294	NA	NA
Gene::2213	2120	NA
Gene::2213	471	NA
Gene::2213	594	589
Gene::221301	NA	NA
Gene::221302	NA	NA
Gene::221303	NA	NA
Gene::221322	1492	NA
Gene::221336	422	NA
Gene::221357	567	1470
Gene::221391	215	140
Gene::221393	916	790
Gene::221395	593	589
Gene::221395	916	790
Gene::221395	594	589
Gene::2214	2120	NA
Gene::2214	471	NA
Gene::2214	594	589
Gene::221400	780	NA
Gene::221409	NA	NA
Gene::221416	NA	NA
Gene::221421	2046	NA
Gene::221424	NA	NA
Gene::221443	1693	NA
Gene::221458	622	NA
Gene::221468	NA	NA
Gene::221472	81	26
Gene::221472	682	NA
Gene::221472	722	1958
Gene::221476	1356	NA
Gene::221476	471	NA
Gene::221477	NA	NA
Gene::221481	409	1492
Gene::221491	NA	NA
Gene::221496	1087	NA
Gene::2215	2120	NA
Gene::2215	471	NA
Gene::2215	594	589
Gene::2215	3684	NA
Gene::221504	861	NA
Gene::221504	28	26
Gene::221527	861	NA
Gene::221527	28	26
Gene::221545	NA	NA
Gene::221613	NA	NA
Gene::221656	485	1368
Gene::221656	485	484
Gene::221656	96	26
Gene::221656	2258	NA
Gene::221662	725	NA
Gene::221687	58	26
Gene::221692	679	NA
Gene::2217	591	589
Gene::221710	NA	NA
Gene::221711	NA	NA
Gene::221749	NA	NA
Gene::221785	28	26
Gene::221785	42	1411
Gene::221785	3480	NA
Gene::221786	NA	NA
Gene::2218	NA	NA
Gene::221806	NA	NA
Gene::221814	NA	NA
Gene::221823	NA	NA
Gene::221830	NA	NA
Gene::221833	755	NA
Gene::221833	28	26
Gene::221895	28	26
Gene::221895	1634	3341
Gene::2219	554	NA
Gene::2219	1638	492
Gene::2219	3638	NA
Gene::221908	694	NA
Gene::221914	572	570
Gene::221927	NA	NA
Gene::221935	1410	NA
Gene::221935	593	589
Gene::221935	555	NA
Gene::221937	508	NA
Gene::221938	930	NA
Gene::221955	464	NA
Gene::221960	NA	NA
Gene::221981	NA	NA
Gene::222	398	NA
Gene::2220	554	NA
Gene::2220	1638	492
Gene::2220	3638	NA
Gene::222008	590	589
Gene::222068	1064	1062
Gene::222166	NA	NA
Gene::222171	NA	NA
Gene::222183	NA	NA
Gene::222194	NA	NA
Gene::2222	NA	NA
Gene::222223	NA	NA
Gene::222229	1691	1690
Gene::222229	362	NA
Gene::222234	NA	NA
Gene::222235	981	NA
Gene::222235	1491	NA
Gene::222235	558	557
Gene::222236	1613	NA
Gene::222255	3795	NA
Gene::222256	24	16
Gene::222344	NA	NA
Gene::222389	422	NA
Gene::2224	NA	NA
Gene::222484	58	26
Gene::222484	1220	NA
Gene::222487	917	790
Gene::222537	763	821
Gene::222545	279	275
Gene::222546	1153	NA
Gene::222553	2186	752
Gene::222584	NA	NA
Gene::222611	NA	NA
Gene::222642	NA	NA
Gene::222643	2313	NA
Gene::222658	1815	NA
Gene::222658	861	NA
Gene::222659	NA	NA
Gene::222662	1489	1471
Gene::222663	NA	NA
Gene::222696	28	26
Gene::222696	42	1411
Gene::222698	NA	NA
Gene::222826	NA	NA
Gene::222865	NA	NA
Gene::222894	420	NA
Gene::222950	NA	NA
Gene::222962	2180	752
Gene::222967	2046	NA
Gene::223	398	NA
Gene::2230	2115	NA
Gene::223075	NA	NA
Gene::223082	58	26
Gene::223082	1691	1690
Gene::223117	736	NA
Gene::223117	590	589
Gene::2232	1853	1854
Gene::2232	2258	NA
Gene::2232	645	NA
Gene::2235	NA	NA
Gene::2237	3423	3424
Gene::2239	572	570
Gene::224	398	NA
Gene::2241	741	NA
Gene::2241	694	NA
Gene::2241	1461	1458
Gene::2241	1288	1292
Gene::2242	741	NA
Gene::2242	1461	1458
Gene::2242	1288	1292
Gene::2243	554	NA
Gene::2243	542	NA
Gene::2243	3481	NA
Gene::2244	554	NA
Gene::2244	542	NA
Gene::2244	3481	NA
Gene::2245	81	26
Gene::2245	682	NA
Gene::2245	722	1958
Gene::2246	1895	NA
Gene::2246	542	NA
Gene::2247	1895	NA
Gene::2247	542	NA
Gene::2248	1895	NA
Gene::2248	542	NA
Gene::2249	1895	NA
Gene::2249	542	NA
Gene::225	808	417
Gene::2250	1895	NA
Gene::2250	542	NA
Gene::2251	1895	NA
Gene::2251	542	NA
Gene::2252	1895	NA
Gene::2252	542	NA
Gene::2253	1895	NA
Gene::2253	542	NA
Gene::2254	1895	NA
Gene::2254	542	NA
Gene::2255	1895	NA
Gene::2255	542	NA
Gene::2256	1895	NA
Gene::225689	651	652
Gene::225689	651	3421
Gene::2257	1895	NA
Gene::2258	1895	NA
Gene::2258	1691	1690
Gene::2259	1895	NA
Gene::2259	1691	1690
Gene::226	1903	NA
Gene::2260	593	589
Gene::2260	321	320
Gene::2260	471	NA
Gene::2261	593	589
Gene::2261	321	320
Gene::2261	471	NA
Gene::2262	572	570
Gene::2262	1691	1690
Gene::2263	593	589
Gene::2263	321	320
Gene::2263	471	NA
Gene::2264	593	589
Gene::2264	321	320
Gene::2264	471	NA
Gene::2266	554	NA
Gene::2266	542	NA
Gene::2266	3481	NA
Gene::2267	554	NA
Gene::2268	741	NA
Gene::2268	1388	1458
Gene::2271	NA	NA
Gene::2272	1811	NA
Gene::2272	1691	1690
Gene::2273	1218	26
Gene::2274	1218	26
Gene::2275	1218	26
Gene::2277	NA	NA
Gene::22794	1238	1510
Gene::22794	1238	1964
Gene::22794	1691	1690
Gene::22795	NA	NA
Gene::22796	493	NA
Gene::22797	420	NA
Gene::22798	626	NA
Gene::2280	910	921
Gene::2280	1691	1690
Gene::22800	389	358
Gene::22801	1160	597
Gene::22802	867	NA
Gene::22803	NA	NA
Gene::22806	28	26
Gene::22807	28	26
Gene::22808	389	358
Gene::22809	1691	1690
Gene::22809	506	NA
Gene::2281	910	921
Gene::22817	NA	NA
Gene::22818	1917	1961
Gene::22818	1691	1690
Gene::22820	1493	1492
Gene::22820	1917	1961
Gene::22820	1691	1690
Gene::22821	830	823
Gene::22821	682	NA
Gene::22822	NA	NA
Gene::22823	88	26
Gene::22823	780	NA
Gene::22824	583	582
Gene::22826	584	582
Gene::22827	725	NA
Gene::22827	1504	1518
Gene::22828	725	NA
Gene::22829	1583	NA
Gene::22832	NA	NA
Gene::22834	28	26
Gene::22835	28	26
Gene::22835	3480	NA
Gene::22836	861	NA
Gene::22837	1835	1838
Gene::22838	58	26
Gene::22839	NA	NA
Gene::22841	823	NA
Gene::22841	1623	NA
Gene::22843	701	814
Gene::22844	1220	NA
Gene::22844	1293	NA
Gene::22845	NA	NA
Gene::22846	3666	3667
Gene::22847	28	26
Gene::22848	1835	1838
Gene::22849	725	NA
Gene::22850	529	516
Gene::22850	28	26
Gene::22852	3601	403
Gene::22853	694	NA
Gene::22853	321	320
Gene::22854	661	NA
Gene::22856	425	424
Gene::22856	426	424
Gene::22858	NA	NA
Gene::22859	918	790
Gene::22859	2314	NA
Gene::2286	910	921
Gene::22861	666	NA
Gene::22861	994	NA
Gene::22861	959	NA
Gene::22862	555	NA
Gene::22863	1022	NA
Gene::22863	1596	NA
Gene::22864	NA	NA
Gene::22865	1828	NA
Gene::22866	760	NA
Gene::22866	1220	NA
Gene::22866	682	NA
Gene::22868	1538	NA
Gene::22868	1691	1690
Gene::22869	28	26
Gene::22869	3480	NA
Gene::2287	910	921
Gene::22870	699	NA
Gene::22870	1691	1690
Gene::22871	1583	NA
Gene::22872	1960	1961
Gene::22872	362	NA
Gene::22873	28	26
Gene::22874	682	NA
Gene::22875	1821	NA
Gene::22876	1079	1066
Gene::22877	420	NA
Gene::22878	772	NA
Gene::22879	NA	NA
Gene::2288	769	NA
Gene::2288	910	921
Gene::22880	96	26
Gene::22881	403	NA
Gene::22882	529	516
Gene::22882	28	26
Gene::22883	24	16
Gene::22884	362	NA
Gene::22885	1218	26
Gene::22887	508	NA
Gene::22888	365	NA
Gene::22888	58	26
Gene::22889	NA	NA
Gene::2289	769	NA
Gene::2289	910	921
Gene::2289	1691	1690
Gene::22890	861	NA
Gene::22890	28	26
Gene::22891	28	26
Gene::22893	3798	2102
Gene::22894	817	NA
Gene::22894	1687	NA
Gene::22894	3424	NA
Gene::22895	822	823
Gene::22897	NA	NA
Gene::22898	504	NA
Gene::22898	362	NA
Gene::22899	722	1958
Gene::229	1903	NA
Gene::2290	508	NA
Gene::22900	959	NA
Gene::22901	410	NA
Gene::22902	81	26
Gene::22903	861	NA
Gene::22904	NA	NA
Gene::22905	3531	NA
Gene::22906	NA	NA
Gene::22907	500	3332
Gene::22907	1691	1690
Gene::22908	1079	1066
Gene::22909	3344	3728
Gene::22911	362	NA
Gene::22913	725	NA
Gene::22913	1691	1690
Gene::22914	621	NA
Gene::22914	1298	NA
Gene::22914	471	NA
Gene::22915	540	NA
Gene::22915	1641	NA
Gene::22916	725	NA
Gene::22917	8	3478
Gene::22918	1298	NA
Gene::22918	1639	492
Gene::22918	471	NA
Gene::22919	1826	NA
Gene::22920	1492	NA
Gene::22921	NA	NA
Gene::22924	1826	NA
Gene::22925	1298	NA
Gene::22926	506	NA
Gene::22927	NA	NA
Gene::22928	890	NA
Gene::22929	NA	NA
Gene::22930	NA	NA
Gene::22931	388	358
Gene::22932	NA	NA
Gene::22933	938	937
Gene::22934	NA	NA
Gene::22936	1280	NA
Gene::22937	362	NA
Gene::22938	1498	NA
Gene::22938	1507	1518
Gene::22938	1508	1518
Gene::22938	1516	1518
Gene::22938	1510	1518
Gene::2294	508	NA
Gene::22941	760	NA
Gene::22941	1220	NA
Gene::22941	403	NA
Gene::22941	1691	1690
Gene::22943	NA	NA
Gene::22944	NA	NA
Gene::22948	3670	587
Gene::22949	NA	NA
Gene::2295	508	NA
Gene::22950	NA	NA
Gene::22953	214	212
Gene::22953	214	161
Gene::22954	58	26
Gene::22954	59	NA
Gene::22955	760	NA
Gene::22955	1263	NA
Gene::2296	508	NA
Gene::2297	508	NA
Gene::22974	NA	NA
Gene::22976	NA	NA
Gene::22977	399	NA
Gene::22978	1042	1076
Gene::22979	1492	NA
Gene::2298	508	NA
Gene::22980	NA	NA
Gene::22981	863	NA
Gene::22982	1691	1690
Gene::22982	3614	NA
Gene::22983	1220	NA
Gene::22983	1691	1690
Gene::22983	3486	1625
Gene::22984	870	NA
Gene::22984	1484	1729
Gene::22985	1236	NA
Gene::22986	NA	NA
Gene::22987	2173	752
Gene::22989	1098	656
Gene::2299	508	NA
Gene::22990	NA	NA
Gene::22992	88	26
Gene::22992	485	1368
Gene::22992	485	484
Gene::22992	136	26
Gene::22992	558	557
Gene::22993	512	510
Gene::22994	NA	NA
Gene::22995	NA	NA
Gene::22996	769	NA
Gene::22997	593	589
Gene::22997	555	NA
Gene::22997	590	589
Gene::22998	1218	26
Gene::22999	833	823
Gene::22999	1220	NA
Gene::23	810	417
Gene::23	1691	1690
Gene::230	1903	NA
Gene::230	1687	NA
Gene::2300	508	NA
Gene::23001	1230	NA
Gene::23001	1492	NA
Gene::23001	81	26
Gene::23001	362	NA
Gene::23002	2006	NA
Gene::23002	1492	NA
Gene::23005	362	NA
Gene::23007	467	NA
Gene::23007	832	823
Gene::23007	863	NA
Gene::23008	NA	NA
Gene::2301	508	NA
Gene::23011	388	358
Gene::23012	3493	3488
Gene::23013	725	NA
Gene::23014	560	557
Gene::23015	1856	1084
Gene::23015	1491	NA
Gene::23015	1691	1690
Gene::23016	817	NA
Gene::23017	1215	NA
Gene::23019	1492	NA
Gene::23019	1835	1838
Gene::23019	1023	NA
Gene::23019	2128	NA
Gene::2302	508	NA
Gene::23020	1508	1518
Gene::23020	1516	1518
Gene::23020	1510	1518
Gene::23020	1503	1506
Gene::23020	1503	1520
Gene::23022	593	589
Gene::23023	774	NA
Gene::23024	2139	26
Gene::23024	58	26
Gene::23024	1220	NA
Gene::23025	836	823
Gene::23026	1106	656
Gene::23026	694	NA
Gene::23026	403	NA
Gene::23028	485	1368
Gene::23028	485	484
Gene::23028	2258	NA
Gene::23028	1691	1690
Gene::23028	1386	2102
Gene::23029	725	NA
Gene::2303	508	NA
Gene::23030	485	1368
Gene::23030	485	484
Gene::23030	780	NA
Gene::23030	88	26
Gene::23031	1220	NA
Gene::23031	3486	1625
Gene::23032	366	996
Gene::23033	NA	NA
Gene::23034	1492	NA
Gene::23034	760	NA
Gene::23035	701	814
Gene::23035	1835	1838
Gene::23035	682	NA
Gene::23036	28	26
Gene::23037	1220	NA
Gene::23038	498	NA
Gene::23038	769	NA
Gene::23038	362	NA
Gene::23039	547	1492
Gene::2304	508	NA
Gene::23040	1261	26
Gene::23041	1492	NA
Gene::23042	NA	NA
Gene::23043	1691	1690
Gene::23043	3775	655
Gene::23046	622	NA
Gene::23046	362	NA
Gene::23047	1492	NA
Gene::23048	1288	1292
Gene::23049	1492	NA
Gene::23049	1964	NA
Gene::23049	1962	1963
Gene::23049	3631	NA
Gene::2305	508	NA
Gene::2305	2283	NA
Gene::23051	529	516
Gene::23051	28	26
Gene::23052	NA	NA
Gene::23053	90	26
Gene::23054	NA	NA
Gene::23057	NA	NA
Gene::23059	NA	NA
Gene::2306	508	NA
Gene::23060	28	26
Gene::23061	1146	NA
Gene::23061	863	NA
Gene::23062	1031	NA
Gene::23063	NA	NA
Gene::23064	1169	1166
Gene::23064	1484	1729
Gene::23065	1911	NA
Gene::23066	1492	NA
Gene::23067	1399	3349
Gene::23067	725	NA
Gene::23067	487	3529
Gene::23067	487	484
Gene::2307	508	NA
Gene::23070	579	NA
Gene::23070	2062	2059
Gene::23070	3371	3350
Gene::23071	692	NA
Gene::23071	1883	NA
Gene::23072	823	NA
Gene::23072	1691	1690
Gene::23072	3743	1959
Gene::23074	NA	NA
Gene::23075	870	NA
Gene::23075	863	NA
Gene::23075	682	NA
Gene::23076	694	NA
Gene::23076	1729	NA
Gene::23077	58	26
Gene::23078	1691	1690
Gene::2308	508	NA
Gene::23080	504	NA
Gene::23081	485	1368
Gene::23081	485	484
Gene::23081	780	NA
Gene::23081	88	26
Gene::23082	725	NA
Gene::23085	NA	NA
Gene::23086	NA	NA
Gene::23087	58	26
Gene::23087	59	NA
Gene::23089	1409	1411
Gene::2309	508	NA
Gene::23090	28	26
Gene::23091	1420	NA
Gene::23091	73	26
Gene::23091	1419	NA
Gene::23092	1923	721
Gene::23092	1923	1292
Gene::23093	779	NA
Gene::23094	1220	NA
Gene::23095	622	NA
Gene::23095	1691	1690
Gene::23095	682	NA
Gene::23096	1881	1945
Gene::23097	496	3421
Gene::23097	1061	NA
Gene::23098	1492	NA
Gene::23098	760	NA
Gene::23098	1296	NA
Gene::23099	861	NA
Gene::23099	28	26
Gene::231	399	NA
Gene::23101	722	1958
Gene::23101	3691	NA
Gene::23102	NA	NA
Gene::23105	593	589
Gene::23105	863	NA
Gene::23105	1691	1690
Gene::23107	646	1054
Gene::23107	1996	646
Gene::23107	1823	NA
Gene::23108	NA	NA
Gene::23109	NA	NA
Gene::23111	NA	NA
Gene::23112	2051	NA
Gene::23112	1492	NA
Gene::23113	1032	NA
Gene::23113	1492	NA
Gene::23113	1391	NA
Gene::23113	58	26
Gene::23114	1410	NA
Gene::23114	593	589
Gene::23114	555	NA
Gene::23116	NA	NA
Gene::23117	NA	NA
Gene::23118	89	26
Gene::23119	861	NA
Gene::23119	28	26
Gene::2312	1350	1354
Gene::2312	863	NA
Gene::23120	1210	414
Gene::23122	1495	1492
Gene::23125	1752	NA
Gene::23125	1941	NA
Gene::23125	1691	1690
Gene::23126	533	1415
Gene::23126	28	26
Gene::23127	439	424
Gene::23129	683	NA
Gene::23129	1752	NA
Gene::2313	534	NA
Gene::23130	1022	NA
Gene::23130	1691	1690
Gene::23130	2141	NA
Gene::23131	579	NA
Gene::23131	28	26
Gene::23131	3679	NA
Gene::23132	1190	NA
Gene::23133	88	26
Gene::23133	485	1368
Gene::23133	485	484
Gene::23135	485	1368
Gene::23135	485	484
Gene::23136	951	NA
Gene::23136	1293	NA
Gene::23137	761	NA
Gene::23137	1034	NA
Gene::23138	1314	NA
Gene::23139	1220	NA
Gene::23139	3486	1625
Gene::2314	950	NA
Gene::23140	91	26
Gene::23140	863	NA
Gene::23141	1087	NA
Gene::23141	403	NA
Gene::23142	NA	NA
Gene::23143	2324	NA
Gene::23144	73	26
Gene::23145	NA	NA
Gene::23148	NA	NA
Gene::23149	1288	1292
Gene::2315	NA	NA
Gene::23150	1293	NA
Gene::23151	1146	NA
Gene::23152	NA	NA
Gene::23154	1492	NA
Gene::23155	1471	NA
Gene::23157	NA	NA
Gene::23158	1146	NA
Gene::23158	863	NA
Gene::2316	1889	NA
Gene::23160	1483	1484
Gene::23160	1835	1838
Gene::23160	362	NA
Gene::23161	754	NA
Gene::23162	1691	1690
Gene::23163	1031	NA
Gene::23164	682	NA
Gene::23165	1492	NA
Gene::23165	1051	NA
Gene::23166	1253	NA
Gene::23167	1492	NA
Gene::23168	1029	NA
Gene::23169	2186	752
Gene::2317	1889	NA
Gene::23170	779	NA
Gene::23171	NA	NA
Gene::23172	NA	NA
Gene::23173	1442	NA
Gene::23173	104	NA
Gene::23173	1691	1690
Gene::23174	760	NA
Gene::23174	74	26
Gene::23175	1043	1045
Gene::23175	1043	1066
Gene::23175	1691	1690
Gene::23176	NA	NA
Gene::23177	NA	NA
Gene::23178	2127	NA
Gene::23178	3548	2133
Gene::23179	NA	NA
Gene::2318	1889	NA
Gene::23180	NA	NA
Gene::23181	3614	NA
Gene::23184	NA	NA
Gene::23185	625	NA
Gene::23186	532	NA
Gene::23186	1386	2102
Gene::23187	1691	1690
Gene::23187	682	NA
Gene::23189	623	403
Gene::2319	1114	NA
Gene::23190	364	NA
Gene::23191	1793	NA
Gene::23192	1022	NA
Gene::23193	1413	1650
Gene::23194	1691	1690
Gene::23194	558	557
Gene::23195	413	412
Gene::23196	3424	NA
Gene::23197	364	NA
Gene::23198	1492	NA
Gene::23198	690	NA
Gene::23199	NA	NA
Gene::23200	1210	414
Gene::23201	NA	NA
Gene::23203	1440	NA
Gene::23204	NA	NA
Gene::23205	40	NA
Gene::23207	682	NA
Gene::23208	765	823
Gene::23209	NA	NA
Gene::2321	593	589
Gene::2321	321	320
Gene::2321	590	589
Gene::23210	1368	NA
Gene::23211	1492	NA
Gene::23211	73	26
Gene::23212	1729	NA
Gene::23213	410	NA
Gene::23214	547	1492
Gene::23215	NA	NA
Gene::23216	NA	NA
Gene::23217	84	26
Gene::23218	1230	NA
Gene::23218	1492	NA
Gene::23218	362	NA
Gene::23219	560	557
Gene::2322	321	320
Gene::2322	471	NA
Gene::2322	594	589
Gene::23220	58	26
Gene::23221	861	NA
Gene::23221	390	358
Gene::23223	1492	NA
Gene::23223	1729	NA
Gene::23224	1252	3626
Gene::23224	2010	2005
Gene::23225	1051	NA
Gene::23228	832	823
Gene::23228	1691	1690
Gene::23229	682	NA
Gene::23229	722	1958
Gene::2323	542	NA
Gene::23230	2141	NA
Gene::23231	NA	NA
Gene::23232	NA	NA
Gene::23233	1055	NA
Gene::23234	584	582
Gene::23235	2131	2133
Gene::23236	467	NA
Gene::23236	832	823
Gene::23237	3464	1411
Gene::23239	701	814
Gene::23239	682	NA
Gene::2324	593	589
Gene::2324	321	320
Gene::23240	NA	NA
Gene::23241	NA	NA
Gene::23242	NA	NA
Gene::23243	694	NA
Gene::23243	699	NA
Gene::23243	1491	NA
Gene::23243	403	NA
Gene::23243	1691	1690
Gene::23244	1492	NA
Gene::23245	1835	1838
Gene::23245	555	NA
Gene::23246	1732	1301
Gene::23246	1691	1690
Gene::23246	362	NA
Gene::23247	NA	NA
Gene::23248	NA	NA
Gene::23250	1210	414
Gene::23251	NA	NA
Gene::23252	669	996
Gene::23253	403	NA
Gene::23254	760	NA
Gene::23255	NA	NA
Gene::23256	NA	NA
Gene::23258	504	NA
Gene::23259	760	NA
Gene::2326	1667	NA
Gene::2326	2258	NA
Gene::23261	1752	NA
Gene::23261	1941	NA
Gene::23262	1491	NA
Gene::23263	682	NA
Gene::23263	722	1958
Gene::23263	3626	NA
Gene::23263	3691	NA
Gene::23264	769	NA
Gene::23264	73	26
Gene::23265	1055	NA
Gene::23265	1691	1690
Gene::23266	918	790
Gene::23266	2314	NA
Gene::23268	1924	1292
Gene::23268	722	1958
Gene::23269	766	NA
Gene::23269	637	NA
Gene::23269	1691	1690
Gene::2327	1667	NA
Gene::2327	2258	NA
Gene::23270	2302	2305
Gene::23271	1812	NA
Gene::23272	NA	NA
Gene::23274	1298	NA
Gene::23275	434	424
Gene::23276	861	NA
Gene::23276	617	NA
Gene::23277	1691	1690
Gene::23279	1051	NA
Gene::2328	1667	NA
Gene::2328	2258	NA
Gene::2328	1691	1690
Gene::23281	NA	NA
Gene::23283	725	NA
Gene::23283	1449	NA
Gene::23284	918	790
Gene::23284	2314	NA
Gene::23285	NA	NA
Gene::23286	158	NA
Gene::23286	694	NA
Gene::23286	838	823
Gene::23287	1492	NA
Gene::23287	1321	NA
Gene::23288	NA	NA
Gene::2329	1667	NA
Gene::2329	2258	NA
Gene::23291	559	557
Gene::23291	362	NA
Gene::23293	1687	NA
Gene::23293	3424	NA
Gene::23294	760	NA
Gene::23294	403	NA
Gene::23295	58	26
Gene::23295	1691	1690
Gene::23299	NA	NA
Gene::2330	1667	NA
Gene::2330	2258	NA
Gene::23300	28	26
Gene::23301	1537	823
Gene::23301	1816	NA
Gene::23302	763	821
Gene::23303	622	NA
Gene::23304	785	NA
Gene::23305	40	NA
Gene::23306	NA	NA
Gene::23307	694	NA
Gene::23307	910	921
Gene::23308	542	NA
Gene::23308	592	589
Gene::23308	1824	NA
Gene::23308	471	NA
Gene::23308	590	589
Gene::23309	1243	NA
Gene::23309	1306	2102
Gene::2331	573	570
Gene::23310	1492	NA
Gene::23310	1453	1454
Gene::23312	362	NA
Gene::23313	1691	1690
Gene::23314	527	516
Gene::23315	2162	752
Gene::23316	527	516
Gene::23316	1691	1690
Gene::23317	1492	NA
Gene::23317	584	582
Gene::23318	NA	NA
Gene::2332	NA	NA
Gene::23321	58	26
Gene::23321	59	NA
Gene::23322	694	NA
Gene::23322	823	NA
Gene::23322	1546	NA
Gene::23322	1545	NA
Gene::23324	1194	1192
Gene::23325	NA	NA
Gene::23326	366	996
Gene::23326	1059	NA
Gene::23327	823	NA
Gene::23327	3743	1959
Gene::23328	731	NA
Gene::23328	760	NA
Gene::23329	NA	NA
Gene::23331	769	NA
Gene::23332	1495	1492
Gene::23333	1691	1690
Gene::23334	1393	NA
Gene::23334	1691	1690
Gene::23335	1492	NA
Gene::23335	362	NA
Gene::23336	611	607
Gene::23336	396	NA
Gene::23338	88	26
Gene::23338	3720	NA
Gene::23339	1531	1530
Gene::23339	1691	1690
Gene::2334	1145	NA
Gene::2334	1280	NA
Gene::23341	584	582
Gene::23344	827	823
Gene::23345	1252	3626
Gene::23345	2010	2005
Gene::23347	NA	NA
Gene::23348	1492	NA
Gene::23348	1536	823
Gene::23348	1536	1958
Gene::23348	682	NA
Gene::23349	88	26
Gene::2335	542	NA
Gene::2335	555	NA
Gene::23350	725	NA
Gene::23350	1504	1518
Gene::23351	NA	NA
Gene::23352	1492	NA
Gene::23352	785	NA
Gene::23352	3671	NA
Gene::23353	1968	2005
Gene::23354	581	NA
Gene::23355	1532	1530
Gene::23355	58	26
Gene::23357	NA	NA
Gene::23358	366	996
Gene::23359	NA	NA
Gene::23360	NA	NA
Gene::23361	28	26
Gene::23362	1948	1945
Gene::23362	682	NA
Gene::23363	593	589
Gene::23363	3453	NA
Gene::23363	1691	1690
Gene::23365	1220	NA
Gene::23365	722	1958
Gene::23366	NA	NA
Gene::23367	1691	1690
Gene::23367	625	NA
Gene::23368	694	NA
Gene::23368	403	NA
Gene::23369	1494	1492
Gene::23370	682	NA
Gene::23370	722	1958
Gene::23371	902	711
Gene::23371	741	NA
Gene::23371	837	823
Gene::23371	1691	1690
Gene::23373	NA	NA
Gene::23376	NA	NA
Gene::23378	1477	NA
Gene::23378	1729	NA
Gene::23378	3371	3350
Gene::23378	3362	2059
Gene::23379	NA	NA
Gene::23380	1835	1838
Gene::23380	1288	1292
Gene::23380	1923	721
Gene::23380	1923	1292
Gene::23381	NA	NA
Gene::23382	NA	NA
Gene::23383	NA	NA
Gene::23384	NA	NA
Gene::23385	3620	NA
Gene::23386	1285	NA
Gene::23387	2131	2133
Gene::23389	1061	NA
Gene::23389	1691	1690
Gene::2339	687	NA
Gene::2339	3622	3621
Gene::2339	3623	3621
Gene::23390	76	26
Gene::23390	403	NA
Gene::23392	NA	NA
Gene::23394	529	516
Gene::23394	28	26
Gene::23395	131	130
Gene::23396	NA	NA
Gene::23397	1451	NA
Gene::23397	1452	1454
Gene::23398	1516	1518
Gene::23398	909	921
Gene::23398	1510	1518
Gene::23398	362	NA
Gene::23399	1041	814
Gene::23399	1041	702
Gene::23400	1213	414
Gene::23401	NA	NA
Gene::23403	560	557
Gene::23404	817	NA
Gene::23405	1687	NA
Gene::23405	1691	1690
Gene::23405	1776	NA
Gene::23406	3716	3712
Gene::23408	938	937
Gene::23409	938	937
Gene::23410	938	937
Gene::23411	1477	NA
Gene::23411	938	937
Gene::23412	979	NA
Gene::23412	1557	NA
Gene::23413	863	NA
Gene::23414	28	26
Gene::23414	1197	1399
Gene::23414	3406	66
Gene::23414	3513	3529
Gene::23415	274	178
Gene::23415	274	183
Gene::23415	2127	NA
Gene::23416	274	178
Gene::23416	274	183
Gene::23416	2127	NA
Gene::23417	NA	NA
Gene::23418	1223	NA
Gene::2342	3622	3621
Gene::23420	3736	3735
Gene::23421	1576	NA
Gene::23423	1064	1062
Gene::23424	780	NA
Gene::23426	1220	NA
Gene::23428	2160	752
Gene::23429	89	26
Gene::23430	NA	NA
Gene::23431	1674	1670
Gene::23431	1493	1492
Gene::23432	262	140
Gene::23433	390	358
Gene::23435	725	NA
Gene::23436	1837	NA
Gene::23438	132	130
Gene::23439	NA	NA
Gene::23440	521	516
Gene::23443	2186	752
Gene::23444	NA	NA
Gene::23446	471	NA
Gene::23446	2194	752
Gene::23447	NA	NA
Gene::23448	NA	NA
Gene::23449	NA	NA
Gene::23450	1835	1838
Gene::23450	1517	1501
Gene::23450	1517	1521
Gene::23451	1492	NA
Gene::23451	1517	1501
Gene::23451	1517	1521
Gene::23451	1787	3336
Gene::23452	554	NA
Gene::23452	905	NA
Gene::23456	806	417
Gene::23457	806	417
Gene::2346	1444	NA
Gene::23460	805	417
Gene::23460	1691	1690
Gene::23461	805	417
Gene::23462	420	NA
Gene::23463	3353	3349
Gene::23463	3411	3370
Gene::23464	NA	NA
Gene::23466	976	NA
Gene::23467	NA	NA
Gene::23468	976	NA
Gene::23468	1691	1690
Gene::23469	88	26
Gene::23471	1374	NA
Gene::23473	975	NA
Gene::23474	1614	1613
Gene::23475	NA	NA
Gene::23476	1231	NA
Gene::23476	1232	NA
Gene::23478	NA	NA
Gene::23479	1853	1854
Gene::2348	NA	NA
Gene::23480	3739	NA
Gene::23481	1732	1301
Gene::23483	743	NA
Gene::23484	NA	NA
